PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
197550376,19023446,6,2019-02-05T19:26:00,"300 Block Roman Way Pittsburgh, PA 15210",N,Arlington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 3732.1 Aggravated Assault by Vehicle,1603,3,3,-79.9643295751074,40.4150932197544
196351272,19011573,11,2019-01-17T00:01:00,"6500 Block Rowan St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,IDENTITY THEFT,4120 Identity Theft,1203,9,2,-79.9067909164157,40.4666791802548
196373093,19011649,0,2019-01-18T00:01:00,"3400 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1609,3,3,-79.9581626822013,40.4205724694203
196374856,19011714,27,2019-01-18T15:13:00,"NE Beacon St & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1408,5,3,-79.9228362821828,40.4347617597849
196375990,19011762,6,2019-01-18T16:00:00,"100 Block Hazlett St Pittsburgh, PA 15214",N,Northview Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2609,1,1,-80.0016475315907,40.4771220938325
196378498,19011812,10,2019-01-18T09:00:00,"200 Block S 9th St Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT,"2706 Terroristic Threats. / 2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702,6,6,-79.9983462929082,40.4437221622586
196544561,19013561,0,2019-01-21T19:04:00,"N Millvale Ave & Kincaid St Pittsburgh, PA 15224",N,Garfield,5,99,607.03 Discharging Firearm or Airgun,1017,9,2,-79.9447258293929,40.4675377144244
196580675,19013863,0,2019-01-22T09:47:00,"2200 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2904,4,3,-79.9883450761441,40.3901779222416
196626902,19014200,27,2019-01-22T07:30:00,"1800 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9803463951619,40.4305583761993
196171437,19010321,23,2019-01-16T14:50:00,"700 Block Allegheny Ave Pittsburgh, PA 15233",Y,Chateau,1,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,2108,1,1,-80.0183109568803,40.4497148842455
196193646,19010548,4,2019-01-16T20:14:00,"Liberty Brg Pittsburgh, PA 15203",N,South Side Slopes,3,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 2707 Propulsion of Missiles ,1706,,,0,0
196475839,19012942,0,2019-01-21T08:30:00,"Liberty Brg Pittsburgh, PA 15219",N,Bluff,3,99,9999 9999 - (Misc. Incident): ,103,,,0,0
196890352,19017165,0,2019-01-27T03:29:00,"Juliet St & Blvd of the Allies Pittsburgh, PA 15213",N,South Oakland,4,99,3742 Accidents Involving Death or Personal Injury,409,3,3,-79.9559419493396,40.4349747171179
196890577,19017069,10,2019-01-27T01:15:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701 Simple Assault.",2902,4,3,-79.9909025434676,40.4049473205906
196896153,19017225,6,2019-01-27T07:00:00,"300 Block 44th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,902,7,2,-79.9578954398939,40.4698945317782
196273646,19010975,0,2019-01-17T14:11:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,99,9999 9999 - (Misc. Incident): ,2509,6,1,-80.0069833937371,40.460310552493
196910849,19017606,18,2019-01-27T20:25:00,"50 Block Kenwood Br Pittsburgh, PA 15214",Y,Perry South,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount,2614,6,1,-80.0110633933689,40.4690349532185
196918756,19016416,24,2019-01-26T01:08:00,"S 16th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,1702,3,3,-79.9828313417294,40.4288374283505
196949988,19017937,0,2019-01-28T11:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9854587006851,40.4360439740714
196950397,19017938,0,2019-01-28T11:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9854587006851,40.4360439740714
196950819,19017940,0,2019-01-28T11:00:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,99,9999 9999 - (Misc. Incident): ,103,6,3,-79.9854587006851,40.4360439740714
196951389,19017951,10,2019-01-28T12:30:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,TERRORISTIC THREATS,2706 Terroristic Threats.,509,6,3,-79.9742739984904,40.4496143418734
196189433,19009581,99,2019-01-16T13:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,DRUG INVESTIGATION,9124 Drug Investigation,305,6,3,-79.9799824053927,40.4435889103073
196774849,19015345,0,2019-01-24T12:56:00,"300 Block Cedarville St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.9489768047194,40.4615855000751
196784651,19015433,99,2019-01-24T16:00:00,"700 Block Mercer St Pittsburgh, PA 15219",N,Crawford-Roberts,2,LOST PROPERTY,9504 Lost Property,305,,,0,0
196787292,19015436,27,2019-01-24T15:35:00,"3100 Block Frederick St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0308339778974,40.4733559324907
196790013,19015465,4,2019-01-24T13:50:00,"7000 Block Frankstown Ave Pittsburgh, PA 15208",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1303,9,2,-79.9010876084501,40.4584818161404
196791391,19014703,20,2019-01-23T14:43:00,"400 Block Kilbourne St Pittsburgh, PA 15207",Y,Hazelwood,4,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,1515,5,3,-79.9374528807009,40.411252815916
197562585,19021544,10,2019-02-03T00:58:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-79.9960409452176,40.4350395659104
197565571,19023668,4,2019-02-06T05:00:00,"700 Block Excelsior St Pittsburgh, PA 15210",Y,Allentown,3,AGG-ASSAULT,2702 Aggravated Assault.,1803,3,5,-79.995806324577,40.422758263654
197598146,18249655,14,2019-02-06T12:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Manchester,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,2107,6,6,-79.9960409452176,40.4350395659104
197598284,19023790,10,2019-02-06T10:55:00,"800 Block Chartiers Ave Pittsburgh, PA 15220",Y,Elliott,6,SIMPLE ASSAULT,2701 Simple Assault.,2020,2,5,-80.0390413458052,40.4425953557746
197598698,19012702,14,2019-01-20T05:20:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Marshall-Shadeland,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,201,6,6,-79.9960409452176,40.4350395659104
197599208,19011572,14,2019-01-18T10:48:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Allegheny Center,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,201,6,6,-79.9960409452176,40.4350395659104
197599922,19011571,14,2019-01-17T14:30:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Allegheny Center,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 907 Possessing Instruments of Crime.,201,6,6,-79.9960409452176,40.4350395659104
196285103,19011033,10,2019-01-17T00:43:00,Zone 2,N,,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3125(a)(2) Agg. indecent assault by forcible compulsion / 2903 False Imprisonment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",,,,,
196663386,19014449,99,2019-01-23T06:38:00,"200 Block Addison St Pittsburgh, PA 15219",N,Terrace Village,2,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,510,6,3,-79.9767087002062,40.4421028203366
196735295,19015045,14,2019-01-23T18:17:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",N,Arlington Heights,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1604,3,3,-79.963452973864,40.4177171713236
196739574,19015005,21,2019-01-24T00:09:00,"Arlington Ave & E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 5507 Obstructing Highways and Passages. / 3802(a)(1) DUI - General Impairment,1803,3,5,-79.992328438651,40.4218162331279
196761669,19015274,5,2019-01-24T09:30:00,"2800 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2615,1,1,-80.0103860871795,40.473982801764
196776301,19015408,6,2019-01-24T07:00:00,"3500 Block Elmhurst Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2701,1,1,-80.0444333236337,40.4805694652366
196341208,19010962,6,2019-01-17T07:00:00,"4000 Block Brandon Rd Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2708,1,1,-80.0405042752391,40.4883730758283
196483124,19013019,6,2019-01-20T20:00:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,,,0,0
196909905,19017523,27,2019-01-27T17:42:00,"S Craig St & Winthrop St Pittsburgh, PA 15213",Y,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,404,8,3,-79.9488417674889,40.4458257106597
196910564,19017582,0,2019-01-27T19:42:00,"2200 Block Dellrose St Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2904,4,3,-79.9873311298204,40.391286966335
196910798,19017602,0,2019-01-27T20:23:00,"400 Block S Craig St Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,404,8,3,-79.9490521863703,40.4451528213587
196825595,19015194,10,2019-01-16T12:00:00,"1900 Block Fairlawn St Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,2701 Simple Assault.,1306,,,-79.8701910976796,40.4490421810872
196959317,19017042,23,2019-01-27T00:35:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,3,3,-79.9833100173741,40.4286928036566
196959461,19016777,6,2019-01-26T16:59:00,"2400 Block Chauncey St Pittsburgh, PA 15219",Y,Middle Hill,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2706 Terroristic Threats. / 2701 Simple Assault. / 3503(b.1) Criminal Trespass - Simple Trespasser,501,6,3,-79.9746251357847,40.4498408057687
196961536,19017998,0,2019-01-28T13:55:00,"5600 Block Cox Ave Pittsburgh, PA 15207",N,Lincoln Place,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Forced Entry,3102,5,3,-79.9177009321409,40.3678657171492
196973930,19018128,5,2019-01-28T17:17:00,"500 Block Hastings St Pittsburgh, PA 15206",N,Point Breeze,4,BURGLARY,3502 Burglary.,1404,8,3,-79.9149737534959,40.4493243504566
196980888,19015491,0,2019-01-24T17:50:00,"6900 Block Chaucer St Pittsburgh, PA 15208",Y,Homewood North,5,99,9999 9999 - (Misc. Incident): ,1301,9,2,-79.9005818143447,40.4640494271725
196981683,19018267,18,2019-01-28T21:30:00,"Sunset Ave & Gershon St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3323 Stop Signs and Yield Signs.,2620,1,1,-80.0007698051357,40.4721441108915
195872106,19006916,10,2019-01-11T00:01:00,"500 Block E Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,2304,1,1,-80.0005722739975,40.4535002610431
195879392,19006936,27,2019-01-10T13:00:00,"5600 Block Elmer St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,703,,,0,0
195884858,19006998,6,2019-01-10T07:45:00,"Chesterfield Rd & 5th Ave Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle,402,6,3,-79.9617734289151,40.4393623233113
195885336,19006999,0,2019-01-11T00:01:00,"2800 Block Cedric Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.015152180568,40.385946262664
196104998,19009839,9,2019-01-15T20:07:00,"200 Block Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,FORGERY,4101 Forgery. / 3922 Theft by Deception.,405,,,0,0
-3261062022,19010471,27,2019-01-16T17:53:00,"3100 Block Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2022,2,5,-80.0611043000205,40.4538722967083
196797867,19015614,10,2019-01-24T22:15:00,"100 Block Ruth St Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1915,2,5,-80.0052318979666,40.4237908892985
197618868,19023935,6,2019-02-06T15:20:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,3,-79.9764156141861,40.4303397697057
197626669,19023997,27,2019-02-06T17:02:00,"700 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,103,6,6,-79.9933558206602,40.4387724574267
197639624,19024106,11,2019-02-06T19:50:00,"100 Block Flowers Ave Pittsburgh, PA 15207",Y,Hazelwood,4,DECEPTIVE BUSINESS PRACTICES,4107 Unlawful Activities. / 1301 Registration and Certificate of Title Required. / 3714 Careless Driving / 627.02(b)(i) Possessing a small amount of marijuana / 1543 Driving While Operating Privilege is Suspended or Revoked.,1515,,,0,0
197640023,19024182,27,2019-02-06T22:15:00,"3400 Block Sipe St Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,,,0,0
197640637,19023888,10,2019-02-06T06:15:00,"500 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault.,201,6,6,-80.0035931077627,40.4412175503666
197670296,19024411,0,2019-02-07T09:15:00,"1700 Block Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,"601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",2507,6,1,-80.0158935817082,40.458529066572
-3250002342,19023849,99,2019-02-06T12:49:00,"3100 Block Forbes Ave Pittsburgh, PA 15213",N,South Oakland,4,AIDED CASE,9497 Aided Case,409,6,3,-79.9651310797473,40.4358513621939
196792742,19015523,15,2019-01-24T17:45:00,"2400 Block Osgood St Pittsburgh, PA 15214",N,Perry South,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2614,6,1,-80.0077639146413,40.4679872272479
196801655,19015691,10,2019-01-25T01:07:00,"900 Block Arlington Ave Pittsburgh, PA 15203",Y,South Side Slopes,3,SIMPLE ASSAULT,2701 Simple Assault.,1706,3,5,-79.9906704048294,40.4252318859871
196816013,19013397,27,2019-01-21T08:45:00,"800 Block Mifflin Rd Pittsburgh, PA 15207",Y,Lincoln Place,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,3102,5,3,-79.925492727798,40.3795782012517
196827244,19011009,23,2019-01-17T14:59:00,"Beechwood Blvd & Phillips Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,1408,5,3,-79.9151291060371,40.4326315171224
196833949,19015939,6,2019-01-21T09:00:00,"5500 Block Stanton Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1102,7,2,-79.9283252795667,40.4723059653236
196829908,19015898,0,2019-01-25T09:06:00,"30 Block W Meyers St Pittsburgh, PA 15210",Y,Carrick,3,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2901,4,3,-79.990401082828,40.4001201491305
196855753,19016211,6,2019-01-25T18:45:00,"5200 Block Harrison St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1011,7,2,-79.9551678531239,40.4809591847518
196770408,19015363,6,2019-01-21T08:00:00,"100 Block Tabor St Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2018,,,0,0
196961483,19016411,0,2019-01-27T01:00:00,"S 14th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,99,6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor / 601.16 Public Urination And Defecation,1702,3,3,-79.9841490514312,40.42880715024
196975287,19018064,4,2019-01-28T15:50:00,"7200 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 901 Criminal Attempt / 607.03 Discharging Firearm or Airgun,1302,9,2,-79.8944010830047,40.4611940783522
196978292,19018165,6,2019-01-28T18:25:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1201,9,2,-79.8923529450752,40.4861185015656
196979439,19018192,0,2019-01-28T20:08:00,"1200 Block Beechwood Blvd Pittsburgh, PA 15206",N,Point Breeze,4,99,9999 9999 - (Misc. Incident): ,1404,8,3,-79.919375869524,40.4483933436954
196983449,19018258,99,2019-01-28T21:02:00,"2300 Block Perricrest Dr Pittsburgh, PA 15220",Y,Banksville,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2023,2,5,-80.0444773463937,40.4038790664391
196984006,19018279,5,2019-01-28T21:35:00,"2100 Block White Hill Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,BURGLARY,3502 Burglary.,509,,,0,0
196779401,19015374,29,2019-01-24T13:40:00,"7200 Block Bennett St Pittsburgh, PA ",N,Homewood South,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1304,9,2,-79.8966319961519,40.4564560852673
196985452,19018304,99,2019-01-28T22:41:00,"10th St Brg Pittsburgh, PA 15203",N,South Side Flats,3,MENTAL 201/302,9498 302 (Mental),1702,,,0,0
197013742,19018479,11,2019-01-29T07:30:00,"1100 Block King Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT BY DECEPTION,3922 Theft by Deception.,1102,7,2,-79.9271058406399,40.4763115623251
197061817,19015201,11,2019-01-21T20:00:00,"4600 Block Carlton St Pittsburgh, PA 15201",N,Central Lawrenceville,2,CREDIT CARDS,4106 Access Device Fraud,902,7,2,-79.9560490319184,40.4708774679682
197080949,19018895,6,2019-01-29T19:30:00,"2600 Block Tunnel Blvd Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,,,0,0
196016950,19009016,99,2019-01-14T16:32:00,"100 Block Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.0049627484362,40.4393411197874
196245044,19010866,10,2019-01-17T09:00:00,"3400 Block Clearfield St Pittsburgh, PA 15204",N,Windgap,6,HARRASSMENT,2709 Harassment (Non-Specific),2807,2,5,-80.0712986036992,40.4518062776022
196480784,19013303,14,2019-01-21T09:45:00,"1200 Block Pennsylvania Ave Pittsburgh, PA 15233",Y,Manchester,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2107,6,1,-80.0226308969092,40.4548878100813
196832268,19015885,27,2019-01-21T20:51:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2715,1,1,-80.0311081190629,40.4757891815702
196836228,19015946,99,2019-01-25T11:54:00,"700 Block Hestor Dr Pittsburgh, PA 15220",Y,Ridgemont,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2016,2,5,-80.0383578785852,40.42902702284
196841534,19015971,0,2019-01-25T13:00:00,"900 Block Uvilla St Pittsburgh, PA 15220",N,Elliott,6,99,9999 9999 - (Misc. Incident): Child Custody Dispute/ CYF Involved,2020,2,5,-80.0373189898572,40.4448709511595
196844929,19016070,0,2019-01-25T15:30:00,"300 Block N Taylor Ave Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.010270551041,40.4568543823229
196845186,19016086,16,2019-01-25T16:00:00,"100 Block Washington Pl Pittsburgh, PA 15219",Y,Central Business District,2,PROSTITUTION,5902(a)(1) Prostitution  / 907 Possessing Instruments of Crime.,201,9,2,-79.9063160488078,40.4646287821358
196845385,19016085,6,2019-01-24T13:00:00,"400 Block Maple View Ct Pittsburgh, PA 15216",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.0370376618144,40.4161352269272
196845883,19016077,99,2019-01-25T15:49:00,"100 Block 48th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,ACCIDENTAL FIRE,9018 Accidental Fire,901,,,0,0
196850191,19016026,0,2019-01-24T14:39:00,"7400 Block Irvine St Pittsburgh, PA 15218",N,Outside City,OSC,99,4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,5599,,,-79.889165236839,40.4206980734565
